viajero_id,fecha_llegada,tipo_viajero,edad,tamaño_grupo,duracion_estancia,gasto_total,gasto_diario_promedio,gasto_alimentacion,gasto_hospedaje,gasto_actividades,actividades_preferidas,factor_estacional,mes,año,temporada
viajero_000472,2024-01-31,familiar,30,5,4,53600.59,13400.15,16393.31,16949.72,20257.56,"parques_tematicos,museos,playas,restaurantes_familiares",0.88,1,2024,invierno
viajero_000473,2020-12-13,gastronomico,46,3,2,27683.7,13841.85,11936.76,10139.91,5607.03,"restaurantes_gourmet,tours_gastronomicos,mercados_locales",1.3,12,2020,invierno
viajero_000474,2023-07-12,negocios,49,1,2,5209.02,2604.51,2059.63,2415.61,733.78,"hoteles_ejecutivos,centros_convenciones,restaurantes_formales",0.86,7,2023,verano
viajero_000475,2021-08-01,aventura,29,2,14,93806.32,6700.45,32507.0,40836.37,20462.95,"deportes_extremos,senderismo,tours_naturaleza",1.742,8,2021,verano
viajero_000476,2021-01-24,negocios,29,1,2,5747.95,2873.97,1576.68,3149.33,1021.94,"hoteles_ejecutivos,centros_convenciones,restaurantes_formales",1.025,1,2021,invierno
viajero_000477,2020-02-16,negocios,43,1,3,12362.74,4120.91,4132.27,6411.6,1818.87,"hoteles_ejecutivos,centros_convenciones,restaurantes_formales",1.1,2,2020,invierno
viajero_000478,2024-03-12,aventura,35,1,7,9419.55,1345.65,3684.66,3146.81,2588.08,"deportes_extremos,senderismo,tours_naturaleza",0.88,3,2024,primavera
viajero_000479,2025-06-19,romantico,22,2,3,23997.21,7999.07,6366.22,8975.82,8655.17,"hoteles_boutique,restaurantes_romanticos,spas",1.463,6,2025,verano
viajero_000480,2021-12-12,familiar,37,5,7,78460.95,11208.71,23350.44,34869.09,20241.42,"parques_tematicos,museos,playas,restaurantes_familiares",1.435,12,2021,invierno
viajero_000481,2022-09-13,negocios,33,1,3,17285.89,5761.96,5971.92,9962.01,1351.96,"hoteles_ejecutivos,centros_convenciones,restaurantes_formales",1.26,9,2022,otoño
viajero_000482,2020-02-08,familiar,40,5,5,34835.87,6967.17,11602.94,14268.98,8963.94,"parques_tematicos,museos,playas,restaurantes_familiares",0.7,2,2020,invierno
viajero_000483,2024-08-13,familiar,33,3,3,49633.04,16544.35,13469.58,21130.97,15032.48,"parques_tematicos,museos,playas,restaurantes_familiares",1.87,8,2024,verano
viajero_000484,2022-11-24,aventura,34,3,5,10336.69,2067.34,3068.95,3377.36,3890.38,"deportes_extremos,senderismo,tours_naturaleza",0.735,11,2022,otoño
viajero_000485,2023-03-24,mochilero,27,1,9,3614.46,401.61,923.77,672.6,2018.09,"hostales,transporte_publico,comida_local",0.968,3,2023,primavera
viajero_000486,2025-07-23,familiar,27,5,5,156757.39,31351.48,55381.51,53665.73,47710.16,"parques_tematicos,museos,playas,restaurantes_familiares",2.025,7,2025,verano
viajero_000487,2024-02-05,romantico,23,2,2,20667.31,10333.66,6735.43,7436.02,6495.87,"hoteles_boutique,restaurantes_romanticos,spas",1.65,2,2024,invierno
viajero_000488,2025-10-26,familiar,41,3,5,30581.96,6116.39,8244.64,13591.94,8745.38,"parques_tematicos,museos,playas,restaurantes_familiares",1.012,10,2025,otoño
viajero_000489,2023-06-23,gastronomico,58,4,4,88997.33,22249.33,37391.22,32355.33,19250.77,"restaurantes_gourmet,tours_gastronomicos,mercados_locales",1.505,6,2023,verano
viajero_000490,2020-09-26,negocios,40,3,1,16718.29,16718.29,6258.23,8704.94,1755.12,"hoteles_ejecutivos,centros_convenciones,restaurantes_formales",1.2,9,2020,otoño
viajero_000491,2020-08-07,familiar,45,5,6,172412.25,28735.37,65977.77,69212.32,37222.16,"parques_tematicos,museos,playas,restaurantes_familiares",1.7,8,2020,verano
viajero_000492,2020-10-29,aventura,33,2,13,39118.0,3009.08,11938.24,13710.9,13468.85,"deportes_extremos,senderismo,tours_naturaleza",1.2,10,2020,otoño
viajero_000493,2021-03-02,gastronomico,39,4,2,15256.86,7628.43,8986.44,5831.64,438.78,"restaurantes_gourmet,tours_gastronomicos,mercados_locales",0.922,3,2021,primavera
viajero_000494,2021-01-03,aventura,26,1,11,12472.78,1133.89,3948.22,3904.67,4619.89,"deportes_extremos,senderismo,tours_naturaleza",0.615,1,2021,invierno
viajero_000495,2020-02-08,familiar,27,4,3,27628.25,9209.42,8126.8,11905.55,7595.9,"parques_tematicos,museos,playas,restaurantes_familiares",0.7,2,2020,invierno
viajero_000496,2021-05-30,familiar,34,3,7,65628.09,9375.44,19429.2,23610.44,22588.45,"parques_tematicos,museos,playas,restaurantes_familiares",1.127,5,2021,primavera
viajero_000497,2021-08-21,aventura,23,4,14,159934.88,11423.92,61227.64,69249.88,29457.36,"deportes_extremos,senderismo,tours_naturaleza",1.742,8,2021,verano
viajero_000498,2025-10-22,familiar,31,4,6,79689.12,13281.52,24169.78,30771.2,24748.13,"parques_tematicos,museos,playas,restaurantes_familiares",1.012,10,2025,otoño
viajero_000499,2025-09-30,lujo,37,1,4,78170.54,19542.63,22113.23,41484.93,14572.37,"hoteles_lujo,restaurantes_exclusivos,spas_premium",1.35,9,2025,otoño
viajero_000500,2022-02-22,familiar,44,3,7,38448.87,5492.7,13589.16,13892.6,10967.11,"parques_tematicos,museos,playas,restaurantes_familiares",0.735,2,2022,invierno
viajero_000501,2021-12-17,negocios,50,1,1,3619.5,3619.5,1148.84,1960.74,509.92,"hoteles_ejecutivos,centros_convenciones,restaurantes_formales",0.922,12,2021,invierno
viajero_000502,2023-02-13,aventura,32,2,5,5874.21,1174.84,2207.93,2563.84,1102.44,"deportes_extremos,senderismo,tours_naturaleza",0.537,2,2023,invierno
viajero_000503,2023-11-17,aventura,30,1,12,8419.81,701.65,2478.89,3235.25,2705.67,"deportes_extremos,senderismo,tours_naturaleza",0.752,11,2023,otoño
viajero_000504,2021-09-11,cultural,53,4,7,78421.85,11203.12,25809.44,25413.2,27199.21,"museos,sitios_historicos,tours_culturales,teatros",1.23,9,2021,otoño
viajero_000505,2025-05-08,familiar,31,4,6,99324.6,16554.1,36768.13,41294.22,21262.25,"parques_tematicos,museos,playas,restaurantes_familiares",1.238,5,2025,primavera
viajero_000506,2022-04-21,aventura,26,3,6,24471.7,4078.62,7427.64,10249.54,6794.52,"deportes_extremos,senderismo,tours_naturaleza",1.155,4,2022,primavera
viajero_000507,2021-01-10,aventura,20,1,5,3684.73,736.95,1040.95,1199.23,1444.56,"deportes_extremos,senderismo,tours_naturaleza",0.615,1,2021,invierno
viajero_000508,2024-07-28,familiar,33,5,3,51911.99,17304.0,16228.64,21037.83,14645.51,"parques_tematicos,museos,playas,restaurantes_familiares",1.98,7,2024,verano
viajero_000509,2023-12-29,deportivo,39,2,5,32231.07,6446.21,8159.42,11921.65,12150.0,"actividades_deportivas,gimnasios,competencias",1.397,12,2023,invierno
viajero_000510,2025-06-30,aventura,36,4,9,70472.06,7830.23,19008.82,21662.67,29800.56,"deportes_extremos,senderismo,tours_naturaleza",1.8,6,2025,verano
viajero_000511,2024-05-07,gastronomico,28,2,4,28815.51,7203.88,13675.09,12282.06,2858.36,"restaurantes_gourmet,tours_gastronomicos,mercados_locales",1.32,5,2024,primavera
viajero_000512,2023-03-14,gastronomico,30,1,2,3628.15,1814.07,2153.23,1625.23,-150.32,"restaurantes_gourmet,tours_gastronomicos,mercados_locales",0.968,3,2023,primavera
viajero_000513,2025-05-23,lujo,59,4,5,363855.07,72771.01,121407.91,158243.91,84203.25,"hoteles_lujo,restaurantes_exclusivos,spas_premium",1.35,5,2025,primavera
viajero_000514,2020-10-20,negocios,45,1,1,5710.29,5710.29,2150.84,2801.81,757.64,"hoteles_ejecutivos,centros_convenciones,restaurantes_formales",1.3,10,2020,otoño
viajero_000515,2022-07-30,familiar,28,3,5,83723.67,16744.73,21330.14,33584.47,28809.06,"parques_tematicos,museos,playas,restaurantes_familiares",1.89,7,2022,verano
viajero_000516,2024-03-18,wellness,35,3,5,55141.64,11028.33,14230.92,17118.77,23791.95,"spas,yoga,retiros_wellness",0.99,3,2024,primavera
viajero_000517,2025-12-04,aventura,33,1,10,16919.48,1691.95,6386.28,6186.48,4346.72,"deportes_extremos,senderismo,tours_naturaleza",0.9,12,2025,invierno
viajero_000518,2023-07-04,lujo,70,3,5,301928.03,60385.61,83760.09,127628.27,90539.67,"hoteles_lujo,restaurantes_exclusivos,spas_premium",1.72,7,2023,verano
viajero_000519,2024-07-16,gastronomico,52,2,2,13758.93,6879.47,7144.02,4735.41,1879.51,"restaurantes_gourmet,tours_gastronomicos,mercados_locales",1.65,7,2024,verano
viajero_000520,2024-10-08,aventura,34,2,10,21163.34,2116.33,6638.87,7593.27,6931.2,"deportes_extremos,senderismo,tours_naturaleza",1.32,10,2024,otoño
viajero_000521,2022-06-22,aventura,40,2,14,48296.44,3449.75,19097.42,18129.76,11069.26,"deportes_extremos,senderismo,tours_naturaleza",1.68,6,2022,verano
viajero_000522,2024-06-16,cultural,46,3,9,73690.77,8187.86,23786.49,30781.82,19122.45,"museos,sitios_historicos,tours_culturales,teatros",1.43,6,2024,verano
viajero_000523,2023-11-07,negocios,55,1,1,6348.78,6348.78,1695.21,2581.63,2071.93,"hoteles_ejecutivos,centros_convenciones,restaurantes_formales",1.29,11,2023,otoño
viajero_000524,2021-05-25,aventura,38,4,5,52715.64,10543.13,14121.86,23121.35,15472.42,"deportes_extremos,senderismo,tours_naturaleza",1.333,5,2021,primavera
viajero_000525,2024-10-19,gastronomico,55,4,4,61262.57,15315.64,36615.29,22695.96,1951.32,"restaurantes_gourmet,tours_gastronomicos,mercados_locales",1.1,10,2024,otoño
viajero_000526,2021-08-01,deportivo,34,1,7,22960.87,3280.12,7331.4,6930.93,8698.54,"actividades_deportivas,gimnasios,competencias",1.435,8,2021,verano
viajero_000527,2024-04-07,familiar,29,5,4,45545.66,11386.41,16805.64,14689.52,14050.49,"parques_tematicos,museos,playas,restaurantes_familiares",1.32,4,2024,primavera
viajero_000528,2020-01-24,negocios,46,2,2,19084.64,9542.32,6006.98,8595.74,4481.92,"hoteles_ejecutivos,centros_convenciones,restaurantes_formales",1.0,1,2020,invierno
viajero_000529,2025-04-23,familiar,32,5,4,91879.04,22969.76,26549.61,35164.27,30165.16,"parques_tematicos,museos,playas,restaurantes_familiares",1.35,4,2025,primavera
viajero_000530,2021-07-14,familiar,25,3,4,56923.09,14230.77,22591.96,22669.0,11662.12,"parques_tematicos,museos,playas,restaurantes_familiares",1.845,7,2021,verano
viajero_000531,2021-07-01,negocios,39,1,3,10243.89,3414.63,3213.04,4129.54,2901.31,"hoteles_ejecutivos,centros_convenciones,restaurantes_formales",0.82,7,2021,verano
viajero_000532,2024-11-10,negocios,39,1,2,9951.89,4975.94,2825.84,4913.41,2212.65,"hoteles_ejecutivos,centros_convenciones,restaurantes_formales",1.32,11,2024,otoño
viajero_000533,2023-06-19,gastronomico,53,3,4,44122.99,11030.75,20050.23,13821.39,10251.37,"restaurantes_gourmet,tours_gastronomicos,mercados_locales",1.505,6,2023,verano
viajero_000534,2023-06-08,gastronomico,40,2,3,34463.7,11487.9,15929.19,11921.3,6613.21,"restaurantes_gourmet,tours_gastronomicos,mercados_locales",1.505,6,2023,verano
viajero_000535,2022-08-07,lujo,64,3,5,328527.78,65705.56,91086.73,191564.6,45876.44,"hoteles_lujo,restaurantes_exclusivos,spas_premium",1.575,8,2022,verano
viajero_000536,2025-12-06,familiar,39,4,3,53364.72,17788.24,18783.36,21155.89,13425.46,"parques_tematicos,museos,playas,restaurantes_familiares",1.575,12,2025,invierno
viajero_000537,2025-08-29,cultural,38,1,9,21032.77,2336.97,5668.93,9361.64,6002.2,"museos,sitios_historicos,tours_culturales,teatros",1.463,8,2025,verano
viajero_000538,2024-11-11,negocios,35,1,1,6292.76,6292.76,2163.66,3140.36,988.74,"hoteles_ejecutivos,centros_convenciones,restaurantes_formales",1.32,11,2024,otoño
viajero_000539,2020-04-21,negocios,43,1,1,4208.42,4208.42,1381.64,2378.95,447.83,"hoteles_ejecutivos,centros_convenciones,restaurantes_formales",1.1,4,2020,primavera
viajero_000540,2020-01-21,familiar,33,4,4,34541.86,8635.47,12338.48,13304.69,8898.69,"parques_tematicos,museos,playas,restaurantes_familiares",0.8,1,2020,invierno
viajero_000541,2024-04-26,cultural,37,4,7,71261.94,10180.28,24264.24,28528.65,18469.05,"museos,sitios_historicos,tours_culturales,teatros",1.32,4,2024,primavera
viajero_000542,2022-01-05,aventura,39,2,5,10734.19,2146.84,3522.86,4703.83,2507.5,"deportes_extremos,senderismo,tours_naturaleza",0.63,1,2022,invierno
viajero_000543,2023-02-20,familiar,38,5,6,61633.06,10272.18,17081.35,25860.55,18691.16,"parques_tematicos,museos,playas,restaurantes_familiares",0.752,2,2023,invierno
viajero_000544,2025-01-11,negocios,42,1,3,13609.81,4536.6,4201.35,6967.17,2441.28,"hoteles_ejecutivos,centros_convenciones,restaurantes_formales",1.125,1,2025,invierno
viajero_000545,2022-09-09,familiar,43,4,6,76246.8,12707.8,27374.34,31947.18,16925.29,"parques_tematicos,museos,playas,restaurantes_familiares",1.05,9,2022,otoño
viajero_000546,2021-10-15,gastronomico,32,2,2,13853.68,6926.84,6035.43,6077.12,1741.14,"restaurantes_gourmet,tours_gastronomicos,mercados_locales",1.025,10,2021,otoño
viajero_000547,2021-10-24,familiar,39,3,6,40014.95,6669.16,12614.62,15358.08,12042.25,"parques_tematicos,museos,playas,restaurantes_familiares",0.922,10,2021,otoño
viajero_000548,2021-06-12,cultural,52,3,5,55402.91,11080.58,22152.93,19265.03,13984.95,"museos,sitios_historicos,tours_culturales,teatros",1.333,6,2021,verano
viajero_000549,2020-11-01,romantico,25,2,2,8318.49,4159.25,2676.67,3166.36,2475.46,"hoteles_boutique,restaurantes_romanticos,spas",0.8,11,2020,otoño
viajero_000550,2024-03-22,gastronomico,27,3,3,32280.34,10760.11,16314.24,12364.46,3601.63,"restaurantes_gourmet,tours_gastronomicos,mercados_locales",0.99,3,2024,primavera
viajero_000551,2020-07-30,cultural,44,2,9,56848.15,6316.46,21778.16,17147.95,17922.03,"museos,sitios_historicos,tours_culturales,teatros",1.4,7,2020,verano
viajero_000552,2025-01-02,familiar,38,5,4,46898.91,11724.73,13226.39,17069.26,16603.26,"parques_tematicos,museos,playas,restaurantes_familiares",0.9,1,2025,invierno
viajero_000553,2021-03-25,familiar,36,4,5,51953.39,10390.68,15404.35,19700.02,16849.02,"parques_tematicos,museos,playas,restaurantes_familiares",0.922,3,2021,primavera
viajero_000554,2024-07-17,aventura,27,3,10,79769.53,7976.95,30512.48,35244.81,14012.24,"deportes_extremos,senderismo,tours_naturaleza",1.98,7,2024,verano
viajero_000555,2024-02-28,negocios,40,3,1,13101.38,13101.38,3494.65,7652.66,1954.07,"hoteles_ejecutivos,centros_convenciones,restaurantes_formales",1.21,2,2024,invierno
viajero_000556,2020-09-13,lujo,58,2,6,193916.75,32319.46,63285.72,114806.71,15824.31,"hoteles_lujo,restaurantes_exclusivos,spas_premium",1.2,9,2020,otoño
viajero_000557,2020-03-26,negocios,32,1,2,7116.05,3558.03,2456.22,4024.38,635.45,"hoteles_ejecutivos,centros_convenciones,restaurantes_formales",1.2,3,2020,primavera
viajero_000558,2025-11-04,aventura,28,4,5,31478.17,6295.63,9230.43,10361.01,11886.74,"deportes_extremos,senderismo,tours_naturaleza",0.787,11,2025,otoño
viajero_000559,2025-04-03,wellness,50,2,3,40815.6,13605.2,15246.2,14437.96,11131.45,"spas,yoga,retiros_wellness",1.238,4,2025,primavera
viajero_000560,2024-05-04,wellness,51,2,6,70954.66,11825.78,26276.41,31364.4,13313.85,"spas,yoga,retiros_wellness",1.32,5,2024,primavera
viajero_000561,2021-01-03,familiar,27,4,3,16067.07,5355.69,5009.62,6395.82,4661.64,"parques_tematicos,museos,playas,restaurantes_familiares",0.82,1,2021,invierno
viajero_000562,2024-11-16,cultural,52,1,9,21554.26,2394.92,5590.05,7046.72,8917.49,"museos,sitios_historicos,tours_culturales,teatros",1.1,11,2024,otoño
viajero_000563,2025-04-09,mochilero,21,3,16,37484.57,2342.79,10421.65,6939.44,20123.48,"hostales,transporte_publico,comida_local",1.238,4,2025,primavera
viajero_000564,2024-05-27,familiar,37,3,7,53651.84,7664.55,14214.1,18561.49,20876.26,"parques_tematicos,museos,playas,restaurantes_familiares",1.21,5,2024,primavera
viajero_000565,2023-05-26,familiar,43,4,5,36998.79,7399.76,10548.78,13385.4,13064.61,"parques_tematicos,museos,playas,restaurantes_familiares",1.183,5,2023,primavera
viajero_000566,2021-07-07,familiar,44,4,7,149156.35,21308.05,50282.72,55568.51,43305.13,"parques_tematicos,museos,playas,restaurantes_familiares",1.845,7,2021,verano
viajero_000567,2023-05-23,negocios,42,3,3,28642.75,9547.58,7752.04,13855.11,7035.6,"hoteles_ejecutivos,centros_convenciones,restaurantes_formales",1.075,5,2023,primavera
viajero_000568,2023-11-11,negocios,37,1,1,6310.97,6310.97,1785.94,3750.25,774.77,"hoteles_ejecutivos,centros_convenciones,restaurantes_formales",1.29,11,2023,otoño
viajero_000569,2021-08-14,negocios,37,1,1,3011.43,3011.43,879.55,1610.37,521.51,"hoteles_ejecutivos,centros_convenciones,restaurantes_formales",0.717,8,2021,verano
viajero_000570,2025-01-07,familiar,27,5,3,25202.24,8400.75,9415.67,9658.67,6127.91,"parques_tematicos,museos,playas,restaurantes_familiares",0.9,1,2025,invierno
viajero_000571,2025-03-02,familiar,28,4,4,52573.43,13143.36,16900.91,22496.67,13175.85,"parques_tematicos,museos,playas,restaurantes_familiares",1.012,3,2025,primavera
viajero_000572,2024-04-20,romantico,30,2,4,19348.38,4837.09,6966.45,6866.7,5515.23,"hoteles_boutique,restaurantes_romanticos,spas",1.1,4,2024,primavera
viajero_000573,2021-12-11,familiar,25,3,6,89788.59,14964.76,25342.72,27437.26,37008.6,"parques_tematicos,museos,playas,restaurantes_familiares",1.435,12,2021,invierno
viajero_000574,2020-09-18,familiar,45,5,5,71999.56,14399.91,22226.26,31967.03,17806.27,"parques_tematicos,museos,playas,restaurantes_familiares",1.0,9,2020,otoño
viajero_000575,2025-11-08,negocios,49,2,3,37086.57,12362.19,14782.14,16914.4,5390.03,"hoteles_ejecutivos,centros_convenciones,restaurantes_formales",1.35,11,2025,otoño
viajero_000576,2022-01-24,familiar,27,5,7,75094.89,10727.84,19160.45,33596.3,22338.14,"parques_tematicos,museos,playas,restaurantes_familiares",0.84,1,2022,invierno
viajero_000577,2020-03-07,romantico,33,2,4,29067.61,7266.9,9683.71,11627.78,7756.12,"hoteles_boutique,restaurantes_romanticos,spas",0.9,3,2020,primavera
viajero_000578,2020-09-10,romantico,43,2,4,21396.67,5349.17,8016.69,7324.22,6055.76,"hoteles_boutique,restaurantes_romanticos,spas",1.0,9,2020,otoño
viajero_000579,2023-11-04,negocios,40,1,3,12617.97,4205.99,3346.74,5922.94,3348.29,"hoteles_ejecutivos,centros_convenciones,restaurantes_formales",1.29,11,2023,otoño
viajero_000580,2020-03-22,cultural,51,1,6,11845.47,1974.25,4049.25,4061.08,3735.14,"museos,sitios_historicos,tours_culturales,teatros",1.0,3,2020,primavera
viajero_000581,2021-09-26,aventura,27,3,8,64977.65,8122.21,22905.43,25399.86,16672.36,"deportes_extremos,senderismo,tours_naturaleza",1.435,9,2021,otoño
viajero_000582,2023-01-21,familiar,43,3,3,15431.22,5143.74,4442.05,4893.78,6095.39,"parques_tematicos,museos,playas,restaurantes_familiares",0.86,1,2023,invierno
viajero_000583,2025-12-10,gastronomico,60,2,4,27873.25,6968.31,13275.12,9136.58,5461.55,"restaurantes_gourmet,tours_gastronomicos,mercados_locales",1.463,12,2025,invierno
viajero_000584,2021-03-21,cultural,45,3,6,31559.83,5259.97,9094.38,9810.09,12655.36,"museos,sitios_historicos,tours_culturales,teatros",1.025,3,2021,primavera
viajero_000585,2025-03-07,gastronomico,38,3,3,27112.85,9037.62,13483.58,11644.14,1985.12,"restaurantes_gourmet,tours_gastronomicos,mercados_locales",1.012,3,2025,primavera
viajero_000586,2022-02-07,familiar,39,4,4,34383.98,8595.99,12646.42,10944.7,10792.86,"parques_tematicos,museos,playas,restaurantes_familiares",0.735,2,2022,invierno
viajero_000587,2025-10-07,familiar,32,5,5,86272.78,17254.56,33338.29,36595.24,16339.25,"parques_tematicos,museos,playas,restaurantes_familiares",1.012,10,2025,otoño
viajero_000588,2021-02-11,gastronomico,58,3,4,20212.63,5053.16,8828.67,7472.49,3911.48,"restaurantes_gourmet,tours_gastronomicos,mercados_locales",0.717,2,2021,invierno
viajero_000589,2023-02-22,romantico,42,2,5,42599.74,8519.95,16567.97,14158.15,11873.62,"hoteles_boutique,restaurantes_romanticos,spas",1.612,2,2023,invierno
viajero_000590,2021-02-11,negocios,45,2,1,10925.88,10925.88,2746.03,4450.4,3729.45,"hoteles_ejecutivos,centros_convenciones,restaurantes_formales",1.127,2,2021,invierno
viajero_000591,2025-12-13,negocios,41,1,2,7534.71,3767.36,1967.45,3066.24,2501.02,"hoteles_ejecutivos,centros_convenciones,restaurantes_formales",1.012,12,2025,invierno
viajero_000592,2020-12-21,negocios,28,1,1,4454.13,4454.13,1641.85,1960.48,851.8,"hoteles_ejecutivos,centros_convenciones,restaurantes_formales",0.9,12,2020,invierno
viajero_000593,2023-02-18,familiar,33,3,6,28366.4,4727.73,9828.3,12263.7,6274.4,"parques_tematicos,museos,playas,restaurantes_familiares",0.752,2,2023,invierno
viajero_000594,2023-10-18,familiar,44,3,5,48442.12,9688.42,16446.63,15424.51,16570.99,"parques_tematicos,museos,playas,restaurantes_familiares",0.968,10,2023,otoño
viajero_000595,2022-07-02,familiar,36,3,5,91067.58,18213.52,28870.71,29685.19,32511.68,"parques_tematicos,museos,playas,restaurantes_familiares",1.89,7,2022,verano
viajero_000596,2025-12-26,negocios,42,1,2,8182.48,4091.24,2338.63,4774.69,1069.16,"hoteles_ejecutivos,centros_convenciones,restaurantes_formales",1.012,12,2025,invierno
viajero_000597,2021-08-05,negocios,34,1,3,7186.62,2395.54,2535.7,3859.49,791.43,"hoteles_ejecutivos,centros_convenciones,restaurantes_formales",0.717,8,2021,verano
viajero_000598,2020-08-07,mochilero,23,3,7,31554.58,4507.8,8842.02,5577.5,17135.06,"hostales,transporte_publico,comida_local",1.4,8,2020,verano
viajero_000599,2021-01-17,negocios,31,3,2,27527.63,13763.82,7978.09,12160.29,7389.26,"hoteles_ejecutivos,centros_convenciones,restaurantes_formales",1.025,1,2021,invierno
viajero_000600,2024-03-26,familiar,26,4,7,67275.21,9610.74,16971.06,24715.94,25588.21,"parques_tematicos,museos,playas,restaurantes_familiares",0.99,3,2024,primavera
viajero_000601,2025-09-07,aventura,28,2,8,26195.53,3274.44,8315.2,10019.02,7861.3,"deportes_extremos,senderismo,tours_naturaleza",1.575,9,2025,otoño
viajero_000602,2023-04-25,familiar,35,3,3,32099.35,10699.78,11625.25,10985.68,9488.41,"parques_tematicos,museos,playas,restaurantes_familiares",1.29,4,2023,primavera
viajero_000603,2025-08-07,aventura,36,2,7,30750.9,4392.99,10467.9,10087.42,10195.59,"deportes_extremos,senderismo,tours_naturaleza",1.912,8,2025,verano
viajero_000604,2023-04-20,lujo,56,3,4,130803.91,32700.98,38811.8,70760.32,21231.8,"hoteles_lujo,restaurantes_exclusivos,spas_premium",1.397,4,2023,primavera
viajero_000605,2022-05-11,negocios,43,1,3,12524.43,4174.81,4710.11,7094.8,719.52,"hoteles_ejecutivos,centros_convenciones,restaurantes_formales",1.05,5,2022,primavera
viajero_000606,2023-06-11,cultural,50,2,3,10470.15,3490.05,3022.53,3289.02,4158.6,"museos,sitios_historicos,tours_culturales,teatros",1.397,6,2023,verano
viajero_000607,2023-06-07,negocios,37,1,3,10601.06,3533.69,4204.6,4742.77,1653.68,"hoteles_ejecutivos,centros_convenciones,restaurantes_formales",0.968,6,2023,verano
viajero_000608,2025-12-01,negocios,41,1,1,3961.78,3961.78,1400.36,2129.98,431.43,"hoteles_ejecutivos,centros_convenciones,restaurantes_formales",1.012,12,2025,invierno
viajero_000609,2023-08-03,familiar,26,4,3,70232.53,23410.84,26272.06,29678.1,14282.37,"parques_tematicos,museos,playas,restaurantes_familiares",1.827,8,2023,verano
viajero_000610,2022-07-24,familiar,30,4,4,58026.23,14506.56,16134.69,21664.24,20227.3,"parques_tematicos,museos,playas,restaurantes_familiares",1.89,7,2022,verano
viajero_000611,2023-08-13,familiar,44,5,3,54563.48,18187.83,14912.75,21687.27,17963.46,"parques_tematicos,museos,playas,restaurantes_familiares",1.827,8,2023,verano
viajero_000612,2024-04-02,familiar,39,3,7,72835.87,10405.12,22253.14,31041.13,19541.6,"parques_tematicos,museos,playas,restaurantes_familiares",1.32,4,2024,primavera
viajero_000613,2023-05-30,gastronomico,37,4,4,73827.62,18456.9,42012.17,29859.72,1955.73,"restaurantes_gourmet,tours_gastronomicos,mercados_locales",1.29,5,2023,primavera
viajero_000614,2025-08-27,negocios,49,1,1,3000.07,3000.07,827.57,1692.17,480.33,"hoteles_ejecutivos,centros_convenciones,restaurantes_formales",0.787,8,2025,verano
viajero_000615,2021-11-28,romantico,23,2,2,9561.33,4780.66,3145.71,4197.49,2218.13,"hoteles_boutique,restaurantes_romanticos,spas",0.82,11,2021,otoño
viajero_000616,2020-02-21,romantico,25,2,2,18107.48,9053.74,4751.78,7680.43,5675.27,"hoteles_boutique,restaurantes_romanticos,spas",1.5,2,2020,invierno
viajero_000617,2024-11-13,familiar,33,3,7,34536.66,4933.81,12798.05,14952.64,6785.98,"parques_tematicos,museos,playas,restaurantes_familiares",0.88,11,2024,otoño
viajero_000618,2021-04-28,familiar,34,3,7,88922.16,12703.17,35374.62,31217.69,22329.85,"parques_tematicos,museos,playas,restaurantes_familiares",1.23,4,2021,primavera
viajero_000619,2025-03-07,aventura,33,1,12,12037.64,1003.14,4517.52,3990.01,3530.12,"deportes_extremos,senderismo,tours_naturaleza",0.9,3,2025,primavera
viajero_000620,2024-06-08,gastronomico,58,3,3,35973.61,11991.2,16052.51,12919.04,7002.05,"restaurantes_gourmet,tours_gastronomicos,mercados_locales",1.54,6,2024,verano
viajero_000621,2024-10-26,familiar,32,3,6,39123.45,6520.57,13369.64,13142.34,12611.46,"parques_tematicos,museos,playas,restaurantes_familiares",0.99,10,2024,otoño
viajero_000622,2021-07-02,negocios,40,1,3,11382.3,3794.1,4258.69,5580.09,1543.51,"hoteles_ejecutivos,centros_convenciones,restaurantes_formales",0.82,7,2021,verano
viajero_000623,2020-07-28,deportivo,26,1,7,13347.13,1906.73,3516.37,5473.38,4357.38,"actividades_deportivas,gimnasios,competencias",1.5,7,2020,verano
viajero_000624,2023-06-09,romantico,49,2,3,25659.19,8553.06,8284.26,10921.85,6453.08,"hoteles_boutique,restaurantes_romanticos,spas",1.397,6,2023,verano
viajero_000625,2023-03-09,familiar,40,4,7,68598.63,9799.8,19960.87,24787.98,23849.79,"parques_tematicos,museos,playas,restaurantes_familiares",0.968,3,2023,primavera
viajero_000626,2021-09-10,familiar,41,3,4,30566.28,7641.57,10009.75,11390.16,9166.37,"parques_tematicos,museos,playas,restaurantes_familiares",1.025,9,2021,otoño
viajero_000627,2023-04-10,gastronomico,25,3,3,23154.46,7718.15,11691.65,7023.62,4439.2,"restaurantes_gourmet,tours_gastronomicos,mercados_locales",1.183,4,2023,primavera
viajero_000628,2023-01-03,familiar,38,4,5,48417.8,9683.56,18744.05,18200.29,11473.46,"parques_tematicos,museos,playas,restaurantes_familiares",0.86,1,2023,invierno
viajero_000629,2022-12-21,familiar,35,4,6,90570.99,15095.16,34224.66,35048.7,21297.63,"parques_tematicos,museos,playas,restaurantes_familiares",1.47,12,2022,invierno
